Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Overall SVI,Pop2010,OHU2010,NUMGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lakids20,laseniors20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
2010,48225.0,Houston County,Texas,7.8,0.9468,292632,113874,6357.0,15,22,11,11,16,27,1148.2,31,40,26,35,26,5,0,16,75451.0,154686.0,66221.0,22066.0,52861.0,19358.0,244696.0,84943.0,61852.0,31719.0,174023.0,56423.0,3665.0,153.0,876.0,9566.0,11061.0,4965.0,12288.0,158510.0,51487.0,39432.0,20587.0,120880.0,29175.0,1986.0,65.0,595.0,5813.0,6754.0,2583.0,6828.0,9230.0,2708.0,1540.0,1397.0,6594.0,1975.0,10.0,0.0,51.0,601.0,803.0,144.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107203.0,73738.0,38618.0,202160.0,72647.0,4432.0,240.0,1073.0,12080.0,14135.0,6221.0,15324.0
2010,48239.0,Jackson County,Texas,6.6,0.7443,1698139,674519,48794.0,86,156,77,97,131,212,7559.7,189,295,162,268,162,27,0,131,421786.0,867201.0,385664.0,139035.0,309549.0,126085.0,1345148.0,471145.0,319851.0,187523.0,1070343.0,177840.0,15422.0,1880.0,14546.0,65117.0,78725.0,34329.0,70584.0,851043.0,282468.0,203778.0,117496.0,709813.0,87512.0,8441.0,795.0,11267.0,33215.0,38512.0,16619.0,41125.0,37774.0,13540.0,8787.0,6250.0,34037.0,341.0,88.0,14.0,2028.0,1263.0,1698.0,608.0,1758.0,747.0,405.0,198.0,126.0,406.0,3.0,1.0,0.0,291.0,46.0,7.0,20.0,62.0,610152.0,399860.0,236910.0,1320606.0,241127.0,22268.0,2712.0,17069.0,94357.0,115856.0,51338.0,95369.0
2010,48245.0,Jefferson County,Texas,10.8,0.8956,3152073,1255457,87076.0,140,283,131,154,206,343,12418.3,351,612,332,590,329,22,3,209,776099.0,1803977.0,740780.0,233337.0,573411.0,220995.0,2439525.0,754480.0,573641.0,322382.0,1823418.0,458936.0,40859.0,1378.0,13692.0,101251.0,147000.0,62873.0,117273.0,1356613.0,395886.0,317294.0,178224.0,1062469.0,222539.0,17176.0,696.0,8593.0,45147.0,60974.0,28665.0,61558.0,40148.0,14459.0,8922.0,5865.0,32714.0,4548.0,158.0,23.0,939.0,1769.0,2163.0,532.0,1848.0,4829.0,2117.0,1361.0,503.0,4013.0,80.0,16.0,7.0,230.0,483.0,590.0,48.0,146.0,979114.0,734195.0,419875.0,2326569.0,607133.0,56258.0,1820.0,17408.0,142885.0,210909.0,88212.0,155557.0
2010,48277.0,Lamar County,Texas,7.7,0.7797,138332,54092,2723.0,8,11,6,9,9,15,496.7,14,17,9,12,9,5,0,9,40945.0,62446.0,30214.0,14601.0,24634.0,10184.0,121623.0,47069.0,30103.0,17224.0,96594.0,19915.0,901.0,29.0,724.0,3458.0,4024.0,2854.0,6721.0,93335.0,34071.0,23228.0,13171.0,78797.0,11162.0,572.0,15.0,506.0,2283.0,2637.0,1657.0,4671.0,10731.0,4417.0,2558.0,1810.0,9789.0,424.0,20.0,1.0,135.0,364.0,579.0,128.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55077.0,33799.0,19503.0,107224.0,24879.0,1043.0,34.0,895.0,4257.0,4949.0,3386.0,7760.0
2010,48287.0,Lee County,Texas,7.1,0.7167,1079698,437359,27234.0,50,73,48,41,66,99,4401.9,145,195,139,189,139,6,0,66,340207.0,630241.0,332505.0,112526.0,218593.0,109507.0,897582.0,311970.0,194323.0,167292.0,715353.0,121347.0,11280.0,441.0,2908.0,46234.0,106583.0,18393.0,42528.0,576412.0,194519.0,129265.0,102238.0,461647.0,80633.0,6409.0,266.0,1662.0,25786.0,60238.0,10007.0,26879.0,7708.0,3021.0,1420.0,998.0,4944.0,2519.0,14.0,0.0,18.0,211.0,297.0,153.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416007.0,230539.0,202556.0,853332.0,146334.0,14393.0,596.0,3722.0,61321.0,138590.0,24409.0,53852.0
2010,51105.0,Lee County,Virginia,8.9,0.6415,1079698,437359,27234.0,50,73,48,41,66,99,4401.9,145,195,139,189,139,6,0,66,340207.0,630241.0,332505.0,112526.0,218593.0,109507.0,897582.0,311970.0,194323.0,167292.0,715353.0,121347.0,11280.0,441.0,2908.0,46234.0,106583.0,18393.0,42528.0,576412.0,194519.0,129265.0,102238.0,461647.0,80633.0,6409.0,266.0,1662.0,25786.0,60238.0,10007.0,26879.0,7708.0,3021.0,1420.0,998.0,4944.0,2519.0,14.0,0.0,18.0,211.0,297.0,153.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416007.0,230539.0,202556.0,853332.0,146334.0,14393.0,596.0,3722.0,61321.0,138590.0,24409.0,53852.0
2010,48293.0,Limestone County,Texas,7.7,0.8265,106166,39945,4499.0,7,9,4,4,6,15,414.1,8,10,5,7,5,3,0,6,18341.0,25100.0,14471.0,7355.0,10911.0,5685.0,97932.0,34404.0,23308.0,12802.0,77007.0,13160.0,928.0,31.0,617.0,6188.0,7665.0,1475.0,4614.0,81671.0,27619.0,19474.0,10640.0,66461.0,9230.0,734.0,27.0,527.0,4689.0,5614.0,1107.0,3687.0,3870.0,1670.0,862.0,771.0,3188.0,292.0,21.0,1.0,26.0,341.0,573.0,43.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38743.0,25376.0,13958.0,82645.0,14532.0,1014.0,49.0,668.0,7258.0,9056.0,1646.0,5006.0
2010,48313.0,Madison County,Texas,7.3,0.8978,1347824,523548,48523.0,80,118,69,60,88,142,5292.6,162,221,143,202,143,19,0,88,422689.0,740789.0,393734.0,137764.0,255676.0,125998.0,1159440.0,370848.0,273332.0,151012.0,932195.0,170576.0,13776.0,602.0,4982.0,37323.0,39945.0,24414.0,54136.0,811035.0,243365.0,192049.0,104395.0,673482.0,102942.0,7807.0,365.0,3523.0,22905.0,23973.0,14351.0,34785.0,29400.0,11930.0,6157.0,4522.0,23410.0,4816.0,72.0,7.0,127.0,964.0,1299.0,542.0,1525.0,358.0,133.0,54.0,67.0,351.0,0.0,0.0,0.0,1.0,6.0,4.0,13.0,7.0,426300.0,316031.0,177788.0,1070722.0,207229.0,16770.0,736.0,5864.0,46503.0,50262.0,30664.0,65971.0
2010,51113.0,Madison County,Virginia,6.6,0.086,1347824,523548,48523.0,80,118,69,60,88,142,5292.6,162,221,143,202,143,19,0,88,422689.0,740789.0,393734.0,137764.0,255676.0,125998.0,1159440.0,370848.0,273332.0,151012.0,932195.0,170576.0,13776.0,602.0,4982.0,37323.0,39945.0,24414.0,54136.0,811035.0,243365.0,192049.0,104395.0,673482.0,102942.0,7807.0,365.0,3523.0,22905.0,23973.0,14351.0,34785.0,29400.0,11930.0,6157.0,4522.0,23410.0,4816.0,72.0,7.0,127.0,964.0,1299.0,542.0,1525.0,358.0,133.0,54.0,67.0,351.0,0.0,0.0,0.0,1.0,6.0,4.0,13.0,7.0,426300.0,316031.0,177788.0,1070722.0,207229.0,16770.0,736.0,5864.0,46503.0,50262.0,30664.0,65971.0
2010,48315.0,Marion County,Texas,7.7,0.8112,1962056,780620,50380.0,109,202,102,128,166,255,8757.9,203,342,187,326,187,16,0,166,524712.0,1117029.0,500594.0,191236.0,441177.0,182064.0,1542364.0,606722.0,368132.0,232492.0,1143340.0,259830.0,21833.0,1866.0,7739.0,107756.0,147054.0,41807.0,95074.0,904410.0,337752.0,213663.0,141246.0,693088.0,147700.0,10753.0,570.0,3912.0,48375.0,68180.0,19841.0,52903.0,24221.0,9246.0,5336.0,4164.0,22267.0,1192.0,63.0,12.0,100.0,583.0,676.0,464.0,1377.0,103.0,74.0,11.0,18.0,99.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,16.0,796974.0,467156.0,289237.0,1436250.0,330381.0,30823.0,3069.0,10371.0,151162.0,204761.0,60697.0,125607.0
2010,48339.0,Montgomery County,Texas,8.0,0.4709,3519362,1344145,77638.0,101,216,92,113,170,274,10335.1,389,685,369,665,369,20,0,170,976220.0,2187134.0,953009.0,219693.0,527296.0,211024.0,2590164.0,651090.0,639221.0,340132.0,1909019.0,375433.0,144549.0,1664.0,9674.0,149840.0,228357.0,55019.0,93919.0,1336934.0,327405.0,336123.0,178319.0,1046875.0,157964.0,60402.0,822.0,5257.0,65599.0,102936.0,23028.0,46204.0,23211.0,8669.0,5031.0,4076.0,19803.0,2411.0,59.0,16.0,294.0,630.0,571.0,358.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927453.0,846870.0,462354.0,2506305.0,547975.0,220930.0,2277.0,13016.0,228859.0,346805.0,94993.0,133716.0
2010,51121.0,Montgomery County,Virginia,6.6,0.3594,3519362,1344145,77638.0,101,216,92,113,170,274,10335.1,389,685,369,665,369,20,0,170,976220.0,2187134.0,953009.0,219693.0,527296.0,211024.0,2590164.0,651090.0,639221.0,340132.0,1909019.0,375433.0,144549.0,1664.0,9674.0,149840.0,228357.0,55019.0,93919.0,1336934.0,327405.0,336123.0,178319.0,1046875.0,157964.0,60402.0,822.0,5257.0,65599.0,102936.0,23028.0,46204.0,23211.0,8669.0,5031.0,4076.0,19803.0,2411.0,59.0,16.0,294.0,630.0,571.0,358.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927453.0,846870.0,462354.0,2506305.0,547975.0,220930.0,2277.0,13016.0,228859.0,346805.0,94993.0,133716.0
2010,51167.0,Russell County,Virginia,8.9,0.4416,106379,43746,1274.0,3,6,1,11,13,18,565.7,9,13,4,8,4,5,0,13,11286.0,26576.0,5201.0,4800.0,11755.0,2073.0,89386.0,38780.0,20212.0,14044.0,71396.0,15281.0,281.0,76.0,294.0,2060.0,2253.0,2611.0,6066.0,69678.0,29513.0,15448.0,10945.0,59053.0,8701.0,191.0,58.0,215.0,1457.0,1628.0,1740.0,4533.0,6611.0,2928.0,1288.0,1350.0,4165.0,2315.0,12.0,2.0,21.0,96.0,85.0,254.0,422.0,526.0,201.0,102.0,134.0,424.0,93.0,3.0,0.0,1.0,5.0,8.0,9.0,22.0,46870.0,24810.0,16098.0,80374.0,22504.0,364.0,117.0,364.0,2656.0,2921.0,3459.0,7538.0
2010,48419.0,Shelby County,Texas,7.3,0.8914,1325013,502663,24666.0,57,136,55,74,91,153,6461.5,146,253,138,245,138,8,0,91,400462.0,839895.0,385796.0,124392.0,313482.0,119937.0,1064095.0,367651.0,281122.0,115425.0,602368.0,391648.0,21098.0,479.0,2594.0,45916.0,55852.0,26164.0,56644.0,602358.0,173657.0,161813.0,65000.0,393468.0,171889.0,11862.0,282.0,1547.0,23325.0,27927.0,9314.0,25082.0,14670.0,4457.0,3493.0,2892.0,13801.0,539.0,35.0,1.0,38.0,258.0,292.0,217.0,604.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478369.0,345736.0,145460.0,721021.0,513195.0,26238.0,628.0,3292.0,60639.0,74413.0,37014.0,75856.0
2010,48471.0,Walker County,Texas,8.0,0.8758,203640,74037,18897.0,11,12,10,8,8,27,825.9,14,15,11,12,11,3,0,8,33909.0,57417.0,30623.0,16185.0,27807.0,15264.0,181042.0,73357.0,38903.0,25312.0,152883.0,18715.0,765.0,85.0,625.0,7966.0,12128.0,2906.0,7972.0,150669.0,58854.0,32675.0,21205.0,128303.0,14978.0,540.0,63.0,529.0,6254.0,9686.0,2149.0,6378.0,3286.0,921.0,794.0,564.0,2747.0,315.0,11.0,3.0,10.0,199.0,278.0,18.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77945.0,42681.0,28176.0,170575.0,22014.0,1123.0,94.0,735.0,9099.0,13809.0,3552.0,8722.0
2010,48477.0,Washington County,Texas,6.9,0.7116,2473743,953629,67557.0,72,128,57,77,140,181,7037.5,239,363,206,328,204,35,2,141,601532.0,1212624.0,550860.0,152037.0,330349.0,132287.0,1965313.0,539285.0,475884.0,267172.0,1698402.0,104609.0,51529.0,5120.0,16540.0,89121.0,106507.0,39476.0,79944.0,1258336.0,329553.0,298904.0,175398.0,1120909.0,62794.0,22773.0,1960.0,11098.0,38791.0,45051.0,20671.0,47339.0,54375.0,20973.0,11489.0,8629.0,46799.0,5337.0,177.0,22.0,628.0,1412.0,1586.0,688.0,2737.0,2311.0,994.0,523.0,473.0,2185.0,2.0,7.0,0.0,14.0,104.0,128.0,49.0,151.0,714091.0,593926.0,335713.0,2102366.0,128496.0,75058.0,8075.0,21455.0,138293.0,172389.0,58393.0,107666.0
2010,51191.0,Washington County,Virginia,8.9,0.3521,2473743,953629,67557.0,72,128,57,77,140,181,7037.5,239,363,206,328,204,35,2,141,601532.0,1212624.0,550860.0,152037.0,330349.0,132287.0,1965313.0,539285.0,475884.0,267172.0,1698402.0,104609.0,51529.0,5120.0,16540.0,89121.0,106507.0,39476.0,79944.0,1258336.0,329553.0,298904.0,175398.0,1120909.0,62794.0,22773.0,1960.0,11098.0,38791.0,45051.0,20671.0,47339.0,54375.0,20973.0,11489.0,8629.0,46799.0,5337.0,177.0,22.0,628.0,1412.0,1586.0,688.0,2737.0,2311.0,994.0,523.0,473.0,2185.0,2.0,7.0,0.0,14.0,104.0,128.0,49.0,151.0,714091.0,593926.0,335713.0,2102366.0,128496.0,75058.0,8075.0,21455.0,138293.0,172389.0,58393.0,107666.0
2010,6087.0,Santa Cruz County,California,6.0,0.5829,309802,109792,11353.0,11,23,11,3,8,27,985.4,27,49,27,48,26,1,1,9,76459.0,159090.0,74275.0,22904.0,50471.0,22010.0,195978.0,60539.0,43521.0,23511.0,150203.0,1672.0,6974.0,210.0,1481.0,35444.0,71411.0,2816.0,7204.0,108283.0,31819.0,23852.0,13139.0,84811.0,780.0,3872.0,111.0,776.0,17926.0,39141.0,1175.0,3685.0,3370.0,1164.0,569.0,904.0,3070.0,9.0,17.0,0.0,38.0,238.0,851.0,24.0,127.0,1106.0,231.0,156.0,338.0,1020.0,4.0,9.0,0.0,11.0,62.0,173.0,0.0,40.0,105237.0,69978.0,35382.0,225043.0,2945.0,11367.0,364.0,2581.0,67502.0,123365.0,6039.0,12430.0
2010,51035.0,Carroll County,Virginia,8.9,0.5212,527386,202460,10828.0,10,11,8,18,36,35,1394.4,43,45,36,38,36,7,0,36,131824.0,188595.0,118903.0,34885.0,52074.0,30504.0,471327.0,133671.0,110231.0,70786.0,423236.0,29680.0,3494.0,142.0,1360.0,13417.0,15970.0,8818.0,19093.0,384593.0,106599.0,89059.0,58537.0,349586.0,21538.0,2578.0,101.0,1121.0,9677.0,11130.0,6483.0,15279.0,12921.0,4381.0,2764.0,2498.0,10203.0,2469.0,23.0,2.0,36.0,191.0,163.0,311.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147294.0,124056.0,79938.0,472754.0,32891.0,4164.0,166.0,1530.0,15881.0,19228.0,10498.0,21565.0
